date,t1,c1,p1,sal,sv
20211003T021303.790Z,9.4677,3.40225,96.903,31.2889,1484.964
20211003T021304.769Z,9.4677,3.40225,96.903,31.2888,1484.964
20211003T021305.869Z,9.4677,3.40225,96.903,31.2889,1484.964
20211003T021306.771Z,9.4677,3.40225,96.902,31.2889,1484.964
20211003T021307.814Z,9.4676,3.40226,96.902,31.2891,1484.964
20211003T021308.769Z,9.4677,3.40225,96.903,31.2889,1484.964
20211003T021309.784Z,9.4676,3.40226,96.902,31.289,1484.964
20211003T021310.770Z,9.4676,3.40225,96.902,31.289,1484.964
20211003T021311.792Z,9.4676,3.40226,96.902,31.289,1484.964
20211003T021312.770Z,9.4676,3.40225,96.902,31.289,1484.964
20211003T021313.788Z,9.4676,3.40225,96.903,31.2889,1484.964
20211003T021314.771Z,9.4674,3.40225,96.902,31.2891,1484.963
20211003T021315.855Z,9.4675,3.40226,96.901,31.2891,1484.964
20211003T021316.771Z,9.4675,3.40225,96.901,31.289,1484.963
20211003T021317.784Z,9.4674,3.40226,96.902,31.2891,1484.963
20211003T021318.774Z,9.4674,3.40225,96.901,31.2891,1484.963
20211003T021319.784Z,9.4676,3.40225,96.901,31.289,1484.964
20211003T021320.769Z,9.4674,3.40226,96.902,31.2892,1484.964
20211003T021321.774Z,9.4674,3.40225,96.901,31.2891,1484.963
20211003T021322.786Z,9.4675,3.40226,96.902,31.2891,1484.964
20211003T021323.775Z,9.4675,3.40227,96.902,31.2892,1484.964
20211003T021324.772Z,9.4677,3.40226,96.901,31.289,1484.964
20211003T021325.772Z,9.4675,3.40226,96.901,31.2891,1484.964
20211003T021326.771Z,9.4676,3.40225,96.901,31.2889,1484.964
20211003T021327.773Z,9.4675,3.40225,96.9,31.289,1484.963
20211003T021328.770Z,9.4676,3.40223,96.902,31.2887,1484.963
20211003T021329.778Z,9.4677,3.40221,96.901,31.2885,1484.963
20211003T021330.770Z,9.4677,3.40222,96.902,31.2886,1484.964
20211003T021331.793Z,9.4677,3.40222,96.901,31.2885,1484.963
20211003T021332.770Z,9.4676,3.4022,96.9,31.2884,1484.963
20211003T021333.795Z,9.4677,3.40219,96.901,31.2883,1484.963
20211003T021334.770Z,9.4677,3.40219,96.902,31.2882,1484.963
20211003T021335.790Z,9.4678,3.40217,96.901,31.2879,1484.963
20211003T021336.770Z,9.4677,3.40218,96.901,31.2881,1484.963
20211003T021337.828Z,9.4677,3.40216,96.901,31.2879,1484.963
20211003T021338.770Z,9.4677,3.40216,96.9,31.2879,1484.963
20211003T021339.850Z,9.4677,3.40214,96.9,31.2878,1484.963
20211003T021340.770Z,9.4677,3.40214,96.9,31.2877,1484.963
20211003T021341.837Z,9.4679,3.40215,96.901,31.2876,1484.963
20211003T021342.771Z,9.4679,3.40213,96.901,31.2874,1484.963
20211003T021343.825Z,9.4679,3.40213,96.9,31.2874,1484.963
20211003T021344.771Z,9.4679,3.40214,96.899,31.2876,1484.963
20211003T021345.781Z,9.4677,3.40215,96.9,31.2877,1484.963
20211003T021346.784Z,9.4677,3.40215,96.9,31.2878,1484.963
20211003T021347.821Z,9.4677,3.40217,96.901,31.288,1484.963
20211003T021348.771Z,9.4678,3.40218,96.9,31.288,1484.963
20211003T021349.815Z,9.4679,3.40216,96.9,31.2878,1484.963
20211003T021350.771Z,9.4678,3.40217,96.9,31.2879,1484.963
20211003T021351.791Z,9.4677,3.40217,96.901,31.288,1484.963
20211003T021352.771Z,9.4678,3.40218,96.899,31.288,1484.963
20211003T021353.781Z,9.4677,3.40217,96.899,31.288,1484.963
20211003T021354.769Z,9.4679,3.40218,96.898,31.288,1484.963
20211003T021355.783Z,9.4679,3.40218,96.9,31.2879,1484.964
20211003T021356.770Z,9.4678,3.40217,96.899,31.2879,1484.963
20211003T021357.796Z,9.4679,3.40217,96.899,31.2879,1484.964
20211003T021358.770Z,9.4679,3.40217,96.9,31.2878,1484.963
20211003T021359.836Z,9.4679,3.40218,96.899,31.2879,1484.964
20211003T021400.775Z,9.4679,3.40217,96.9,31.2879,1484.964
20211003T021401.826Z,9.468,3.40219,96.9,31.2879,1484.964
20211003T021402.770Z,9.4679,3.40218,96.9,31.288,1484.964
20211003T021403.773Z,9.4679,3.40218,96.899,31.288,1484.964
20211003T021404.778Z,9.4678,3.40217,96.899,31.2879,1484.963
20211003T021405.865Z,9.4678,3.40219,96.898,31.2881,1484.964
20211003T021406.769Z,9.4679,3.40218,96.899,31.288,1484.964
20211003T021407.790Z,9.4679,3.40218,96.899,31.288,1484.964
20211003T021408.784Z,9.4679,3.40219,96.898,31.288,1484.964
20211003T021409.864Z,9.4678,3.40218,96.898,31.288,1484.963
20211003T021410.770Z,9.468,3.40218,96.898,31.2878,1484.964
20211003T021411.808Z,9.4679,3.40218,96.898,31.2879,1484.964
20211003T021412.789Z,9.4679,3.40217,96.899,31.2879,1484.963
20211003T021413.775Z,9.4679,3.40217,96.898,31.2879,1484.964
20211003T021414.771Z,9.4681,3.40217,96.898,31.2876,1484.964
20211003T021415.784Z,9.4682,3.40218,96.898,31.2877,1484.964
20211003T021416.794Z,9.468,3.40218,96.898,31.2879,1484.964
20211003T021417.812Z,9.4682,3.40216,96.897,31.2875,1484.964
20211003T021418.771Z,9.4683,3.40214,96.898,31.2872,1484.964
20211003T021419.781Z,9.4684,3.40212,96.897,31.2869,1484.964
20211003T021420.771Z,9.4685,3.40213,96.898,31.2869,1484.964
20211003T021421.861Z,9.4685,3.40213,96.897,31.2869,1484.965
20211003T021422.770Z,9.4685,3.40211,96.898,31.2868,1484.964
20211003T021423.775Z,9.4684,3.40213,96.898,31.287,1484.964
20211003T021424.771Z,9.4681,3.40213,96.898,31.2872,1484.964
20211003T021425.877Z,9.4681,3.40212,96.898,31.2871,1484.963
20211003T021426.770Z,9.468,3.40211,96.897,31.2871,1484.963
20211003T021427.785Z,9.4679,3.40211,96.897,31.2873,1484.963
20211003T021428.771Z,9.468,3.40213,96.898,31.2873,1484.963
20211003T021429.797Z,9.4679,3.40213,96.897,31.2875,1484.963
20211003T021430.770Z,9.4677,3.40213,96.897,31.2876,1484.963
20211003T021431.775Z,9.4677,3.40213,96.897,31.2876,1484.963
20211003T021432.770Z,9.4677,3.40213,96.897,31.2876,1484.963
20211003T021433.808Z,9.4679,3.40213,96.897,31.2874,1484.963
20211003T021434.769Z,9.4678,3.40214,96.897,31.2877,1484.963
20211003T021435.803Z,9.4677,3.40215,96.896,31.2878,1484.963
20211003T021436.771Z,9.4678,3.40216,96.897,31.2879,1484.963
20211003T021437.888Z,9.4678,3.40216,96.896,31.2878,1484.963
20211003T021438.771Z,9.4677,3.40218,96.898,31.2881,1484.963
20211003T021439.835Z,9.4678,3.40218,96.897,31.2881,1484.963
20211003T021440.770Z,9.4679,3.40219,96.897,31.288,1484.964
20211003T021441.776Z,9.4682,3.4022,96.896,31.2879,1484.965
20211003T021442.770Z,9.468,3.40219,96.897,31.288,1484.964
20211003T021443.851Z,9.4679,3.40221,96.897,31.2882,1484.964
20211003T021444.771Z,9.468,3.4022,96.896,31.2881,1484.964
20211003T021445.855Z,9.4679,3.40221,96.897,31.2882,1484.964
20211003T021446.774Z,9.4677,3.4022,96.897,31.2884,1484.963
20211003T021447.787Z,9.4677,3.40219,96.897,31.2883,1484.963
20211003T021448.770Z,9.4677,3.4022,96.897,31.2884,1484.963
20211003T021449.864Z,9.4677,3.40219,96.896,31.2882,1484.963
20211003T021450.773Z,9.4676,3.4022,96.895,31.2884,1484.963
20211003T021451.809Z,9.4675,3.40219,96.896,31.2884,1484.963
20211003T021452.769Z,9.4676,3.4022,96.896,31.2885,1484.963
20211003T021453.893Z,9.4677,3.40219,96.895,31.2882,1484.963
20211003T021454.772Z,9.4676,3.4022,96.896,31.2884,1484.963
20211003T021455.865Z,9.4675,3.40219,96.896,31.2884,1484.963
20211003T021456.771Z,9.4675,3.40219,96.897,31.2884,1484.963
20211003T021457.802Z,9.4676,3.40219,96.896,31.2884,1484.963
20211003T021458.771Z,9.4676,3.40219,96.896,31.2883,1484.963
20211003T021459.805Z,9.4674,3.40219,96.896,31.2885,1484.963
20211003T021500.784Z,9.4674,3.40219,96.896,31.2885,1484.963
20211003T021501.810Z,9.4673,3.4022,96.895,31.2886,1484.962
20211003T021502.769Z,9.4674,3.40219,96.895,31.2884,1484.963
20211003T021503.782Z,9.4674,3.4022,96.896,31.2885,1484.963
20211003T021504.769Z,9.4675,3.40219,96.896,31.2884,1484.963
20211003T021505.782Z,9.4675,3.4022,96.896,31.2885,1484.963
20211003T021506.771Z,9.4674,3.40218,96.896,31.2884,1484.963
20211003T021507.806Z,9.4674,3.40219,96.896,31.2886,1484.963
20211003T021508.771Z,9.4674,3.40218,96.896,31.2884,1484.963
20211003T021509.847Z,9.4674,3.40217,96.895,31.2883,1484.962
20211003T021510.771Z,9.4673,3.40218,96.895,31.2884,1484.962
20211003T021511.786Z,9.4674,3.40217,96.896,31.2882,1484.962
20211003T021512.771Z,9.4675,3.40218,96.894,31.2883,1484.963
20211003T021513.870Z,9.4674,3.40218,96.894,31.2884,1484.962
20211003T021514.772Z,9.4675,3.40217,96.895,31.2882,1484.963
20211003T021515.789Z,9.4677,3.40218,96.896,31.2882,1484.963
20211003T021516.770Z,9.4678,3.40217,96.895,31.2879,1484.963
20211003T021517.792Z,9.4678,3.40217,96.895,31.2879,1484.963
20211003T021518.770Z,9.4676,3.40216,96.895,31.2881,1484.963
20211003T021519.823Z,9.4676,3.40216,96.895,31.288,1484.963
20211003T021520.770Z,9.4676,3.40217,96.895,31.2881,1484.963
20211003T021521.773Z,9.4676,3.40216,96.895,31.288,1484.963
20211003T021522.770Z,9.4676,3.40216,96.894,31.2881,1484.963
20211003T021523.817Z,9.4676,3.40219,96.895,31.2883,1484.963
20211003T021524.783Z,9.4675,3.40217,96.895,31.2882,1484.962
20211003T021525.803Z,9.4674,3.40216,96.895,31.2882,1484.962
20211003T021526.769Z,9.4676,3.40216,96.894,31.2881,1484.963
20211003T021527.803Z,9.4675,3.40218,96.894,31.2883,1484.963
20211003T021528.771Z,9.4677,3.40218,96.894,31.2881,1484.963
20211003T021529.772Z,9.4676,3.40216,96.893,31.2881,1484.963
20211003T021530.771Z,9.4676,3.40217,96.893,31.2882,1484.963
20211003T021531.774Z,9.4676,3.40217,96.893,31.2881,1484.963
20211003T021532.774Z,9.4676,3.40217,96.893,31.2881,1484.963
20211003T021533.935Z,9.4676,3.40218,96.893,31.2882,1484.963
20211003T021534.771Z,9.4674,3.40219,96.893,31.2885,1484.962
20211003T021535.830Z,9.4676,3.40218,96.894,31.2883,1484.963
20211003T021536.771Z,9.4676,3.40218,96.894,31.2882,1484.963
20211003T021537.812Z,9.4676,3.40218,96.894,31.2882,1484.963
20211003T021538.771Z,9.4675,3.40217,96.894,31.2882,1484.962
20211003T021539.784Z,9.4675,3.40218,96.893,31.2883,1484.963
20211003T021540.772Z,9.4675,3.40218,96.893,31.2883,1484.963
20211003T021541.782Z,9.4675,3.40218,96.894,31.2884,1484.963
20211003T021542.771Z,9.4676,3.40219,96.893,31.2883,1484.963
20211003T021543.782Z,9.4676,3.40219,96.893,31.2883,1484.963
20211003T021544.770Z,9.4676,3.40217,96.893,31.2882,1484.963
20211003T021545.775Z,9.4677,3.40216,96.894,31.2879,1484.963
20211003T021546.770Z,9.4678,3.40215,96.893,31.2877,1484.963
20211003T021547.771Z,9.4679,3.40214,96.893,31.2876,1484.963
20211003T021548.784Z,9.4678,3.40215,96.892,31.2877,1484.963
20211003T021549.815Z,9.4677,3.40214,96.893,31.2877,1484.963
20211003T021550.769Z,9.4677,3.40214,96.893,31.2877,1484.963
20211003T021551.773Z,9.4677,3.40211,96.893,31.2874,1484.962
20211003T021552.769Z,9.4678,3.40212,96.892,31.2874,1484.963
20211003T021553.787Z,9.4677,3.40211,96.892,31.2874,1484.962
20211003T021554.770Z,9.4677,3.4021,96.892,31.2873,1484.962
20211003T021555.827Z,9.4679,3.40209,96.892,31.287,1484.962
20211003T021556.771Z,9.4679,3.40209,96.892,31.287,1484.963
20211003T021557.840Z,9.468,3.40209,96.891,31.2869,1484.963
20211003T021558.769Z,9.4682,3.40208,96.892,31.2867,1484.963
20211003T021559.834Z,9.4681,3.40209,96.892,31.2869,1484.963
20211003T021600.771Z,9.468,3.40209,96.892,31.287,1484.963
20211003T021601.813Z,9.4679,3.40207,96.892,31.2869,1484.962
20211003T021602.770Z,9.468,3.40207,96.892,31.2867,1484.962
20211003T021603.829Z,9.468,3.40207,96.892,31.2867,1484.962
20211003T021604.771Z,9.4679,3.40208,96.892,31.2869,1484.962
20211003T021605.785Z,9.4678,3.40208,96.892,31.287,1484.962
20211003T021606.771Z,9.4679,3.40208,96.892,31.2869,1484.962
20211003T021607.784Z,9.468,3.40209,96.893,31.2869,1484.963
20211003T021608.769Z,9.468,3.40207,96.891,31.2868,1484.963
20211003T021609.853Z,9.468,3.40209,96.892,31.2869,1484.963
20211003T021610.770Z,9.4679,3.40208,96.892,31.2869,1484.962
20211003T021611.807Z,9.4679,3.40207,96.891,31.2869,1484.962
20211003T021612.770Z,9.4679,3.40206,96.893,31.2868,1484.962
20211003T021613.822Z,9.468,3.40205,96.893,31.2865,1484.962
20211003T021614.770Z,9.468,3.40201,96.891,31.2861,1484.962
20211003T021615.786Z,9.468,3.402,96.892,31.286,1484.962
20211003T021616.771Z,9.4681,3.40203,96.891,31.2862,1484.962
20211003T021617.789Z,9.468,3.40202,96.892,31.2862,1484.962
20211003T021618.774Z,9.4678,3.40201,96.891,31.2864,1484.961
20211003T021619.792Z,9.4678,3.40203,96.891,31.2864,1484.961
20211003T021620.770Z,9.4679,3.40201,96.891,31.2862,1484.962
20211003T021621.804Z,9.468,3.40202,96.891,31.2862,1484.962
20211003T021622.771Z,9.4679,3.40203,96.891,31.2864,1484.962
20211003T021623.814Z,9.4679,3.402,96.891,31.2861,1484.961
20211003T021624.771Z,9.4682,3.40199,96.89,31.2858,1484.962
20211003T021625.787Z,9.4683,3.40199,96.89,31.2857,1484.962
20211003T021626.772Z,9.4682,3.40196,96.891,31.2855,1484.962
20211003T021627.774Z,9.4683,3.40193,96.89,31.2851,1484.961
20211003T021628.769Z,9.4684,3.40196,96.89,31.2853,1484.962
20211003T021629.796Z,9.4684,3.40195,96.891,31.2852,1484.962
20211003T021630.769Z,9.4684,3.40196,96.89,31.2853,1484.962
20211003T021631.797Z,9.4685,3.40196,96.89,31.2852,1484.962
20211003T021632.771Z,9.4685,3.40195,96.89,31.285,1484.962
20211003T021633.771Z,9.4687,3.40196,96.889,31.285,1484.963
20211003T021634.770Z,9.4688,3.40196,96.89,31.2849,1484.963
20211003T021635.800Z,9.4687,3.40194,96.891,31.2848,1484.963
20211003T021636.769Z,9.4687,3.40194,96.891,31.2848,1484.963
20211003T021637.827Z,9.4687,3.40194,96.89,31.2847,1484.963
20211003T021638.771Z,9.4685,3.40153,96.889,31.2808,1484.957
20211003T021639.776Z,9.4685,3.40182,96.89,31.2837,1484.961
20211003T021640.770Z,9.4684,3.40182,96.89,31.2839,1484.96
20211003T021641.772Z,9.4685,3.40184,96.89,31.2839,1484.961
20211003T021642.769Z,9.4687,3.40185,96.89,31.2839,1484.962
20211003T021643.839Z,9.4687,3.40183,96.89,31.2837,1484.961
20211003T021644.770Z,9.4688,3.40185,96.889,31.2838,1484.962
20211003T021645.872Z,9.4687,3.40187,96.89,31.2841,1484.962
20211003T021646.771Z,9.4689,3.40188,96.889,31.284,1484.962
20211003T021647.780Z,9.4689,3.40188,96.89,31.284,1484.962
20211003T021648.769Z,9.469,3.40188,96.89,31.284,1484.963
20211003T021649.782Z,9.4688,3.4019,96.89,31.2843,1484.962
20211003T021650.770Z,9.4687,3.40189,96.89,31.2843,1484.962
20211003T021651.857Z,9.4687,3.40189,96.889,31.2843,1484.962
20211003T021652.769Z,9.4687,3.40188,96.889,31.2842,1484.962
20211003T021653.825Z,9.4687,3.40188,96.89,31.2841,1484.962
20211003T021654.770Z,9.4688,3.40188,96.89,31.284,1484.962
20211003T021655.846Z,9.4688,3.40187,96.889,31.2839,1484.962
20211003T021656.769Z,9.4687,3.40188,96.889,31.2841,1484.962
20211003T021657.835Z,9.4687,3.40189,96.889,31.2843,1484.962
20211003T021658.769Z,9.4688,3.40189,96.89,31.2842,1484.962
20211003T021659.772Z,9.4687,3.40188,96.889,31.2842,1484.962
20211003T021700.776Z,9.4687,3.40189,96.889,31.2843,1484.962
20211003T021701.816Z,9.4688,3.40189,96.888,31.2842,1484.962
20211003T021702.770Z,9.4687,3.40189,96.89,31.2843,1484.962
20211003T021703.801Z,9.4687,3.40188,96.889,31.2842,1484.962
20211003T021704.775Z,9.4687,3.40189,96.89,31.2843,1484.962
20211003T021705.847Z,9.4688,3.40187,96.889,31.284,1484.962
20211003T021706.770Z,9.4687,3.40188,96.889,31.2841,1484.962
20211003T021707.776Z,9.4687,3.40187,96.889,31.284,1484.962
20211003T021708.772Z,9.4688,3.40187,96.889,31.284,1484.962
20211003T021709.794Z,9.4689,3.40187,96.888,31.2839,1484.962
20211003T021710.769Z,9.4688,3.40187,96.889,31.2839,1484.962
20211003T021711.868Z,9.4688,3.40187,96.889,31.2839,1484.962
20211003T021712.771Z,9.469,3.40187,96.888,31.2838,1484.962
20211003T021713.789Z,9.4688,3.40185,96.887,31.2837,1484.962
20211003T021714.769Z,9.4688,3.40184,96.888,31.2837,1484.962
20211003T021715.856Z,9.4687,3.40184,96.888,31.2837,1484.962
20211003T021716.769Z,9.4689,3.40183,96.889,31.2836,1484.962
20211003T021717.773Z,9.4688,3.40182,96.888,31.2835,1484.961
20211003T021718.770Z,9.4687,3.40182,96.887,31.2836,1484.961
20211003T021719.793Z,9.4691,3.40185,96.888,31.2835,1484.962
20211003T021720.771Z,9.469,3.40183,96.888,31.2835,1484.962
20211003T021721.781Z,9.469,3.40185,96.886,31.2836,1484.962
20211003T021722.771Z,9.4689,3.40183,96.886,31.2836,1484.962
20211003T021723.778Z,9.4689,3.40183,96.887,31.2835,1484.962
20211003T021724.771Z,9.469,3.40182,96.886,31.2834,1484.962
20211003T021725.878Z,9.469,3.40185,96.887,31.2836,1484.962
20211003T021726.784Z,9.4689,3.40185,96.887,31.2836,1484.962
20211003T021727.776Z,9.469,3.40185,96.887,31.2836,1484.962
20211003T021728.769Z,9.4691,3.40184,96.886,31.2835,1484.962
20211003T021729.778Z,9.4689,3.40183,96.886,31.2835,1484.962
20211003T021730.770Z,9.4689,3.40182,96.887,31.2835,1484.962
20211003T021731.840Z,9.4689,3.40181,96.886,31.2834,1484.961
20211003T021732.769Z,9.4687,3.4018,96.886,31.2833,1484.961
20211003T021733.860Z,9.4688,3.40179,96.888,31.2832,1484.961
20211003T021734.769Z,9.4687,3.40179,96.886,31.2832,1484.961
20211003T021735.865Z,9.4687,3.40182,96.887,31.2835,1484.961
20211003T021736.769Z,9.4688,3.40183,96.886,31.2836,1484.961
20211003T021737.779Z,9.4689,3.40184,96.887,31.2836,1484.962
20211003T021738.769Z,9.469,3.40182,96.886,31.2833,1484.962
20211003T021739.803Z,9.4689,3.40182,96.886,31.2834,1484.961
20211003T021740.771Z,9.4689,3.40185,96.886,31.2837,1484.962
20211003T021741.811Z,9.469,3.40185,96.887,31.2837,1484.962
20211003T021742.769Z,9.4687,3.40186,96.886,31.284,1484.961
20211003T021743.818Z,9.4685,3.40185,96.887,31.284,1484.961
20211003T021744.769Z,9.4685,3.40185,96.885,31.284,1484.961
20211003T021745.926Z,9.4685,3.40186,96.886,31.2841,1484.961
20211003T021746.774Z,9.4686,3.40186,96.887,31.2841,1484.961
20211003T021747.805Z,9.4684,3.40183,96.886,31.2839,1484.96
20211003T021748.771Z,9.4685,3.40181,96.886,31.2836,1484.96
20211003T021749.792Z,9.4685,3.40182,96.886,31.2838,1484.961
20211003T021750.785Z,9.4687,3.4018,96.885,31.2834,1484.961
20211003T021751.813Z,9.4687,3.40179,96.886,31.2834,1484.961
20211003T021752.769Z,9.4685,3.40175,96.885,31.2831,1484.96
20211003T021753.842Z,9.4684,3.40169,96.886,31.2826,1484.959
20211003T021754.773Z,9.4684,3.40167,96.885,31.2824,1484.958
20211003T021755.790Z,9.4684,3.4017,96.885,31.2827,1484.959
20211003T021756.771Z,9.4684,3.40168,96.887,31.2824,1484.958
20211003T021757.777Z,9.4682,3.40165,96.885,31.2824,1484.958
20211003T021758.770Z,9.4681,3.40165,96.886,31.2824,1484.957
20211003T021759.778Z,9.4681,3.40165,96.885,31.2824,1484.957
20211003T021800.771Z,9.4683,3.40164,96.885,31.2821,1484.958
20211003T021801.818Z,9.4683,3.40161,96.885,31.2818,1484.957
20211003T021802.770Z,9.4683,3.40161,96.886,31.2818,1484.957
20211003T021803.785Z,9.4682,3.40159,96.885,31.2817,1484.957
20211003T021804.770Z,9.4679,3.40159,96.884,31.2819,1484.956
20211003T021805.824Z,9.4682,3.40161,96.885,31.2818,1484.957
20211003T021806.768Z,9.4681,3.40158,96.885,31.2817,1484.957
20211003T021807.785Z,9.468,3.40156,96.885,31.2815,1484.956
20211003T021808.770Z,9.4681,3.40151,96.885,31.281,1484.956
20211003T021809.813Z,9.468,3.40146,96.885,31.2805,1484.955
20211003T021810.770Z,9.468,3.40146,96.885,31.2805,1484.955
20211003T021811.866Z,9.4679,3.40141,96.885,31.2801,1484.954
20211003T021812.769Z,9.4677,3.40136,96.885,31.2797,1484.953
20211003T021813.842Z,9.468,3.40134,96.883,31.2793,1484.953
20211003T021814.769Z,9.4679,3.40126,96.884,31.2786,1484.952
20211003T021815.850Z,9.4676,3.40124,96.885,31.2786,1484.951
20211003T021816.770Z,9.4677,3.40121,96.885,31.2783,1484.951
20211003T021817.817Z,9.4675,3.40116,96.885,31.2779,1484.95
20211003T021818.770Z,9.4675,3.4011,96.885,31.2773,1484.949
20211003T021819.800Z,9.4675,3.40106,96.884,31.2769,1484.949
20211003T021820.770Z,9.4676,3.40106,96.884,31.2768,1484.949
20211003T021821.827Z,9.4674,3.4011,96.884,31.2773,1484.949
20211003T021822.770Z,9.4676,3.40118,96.884,31.278,1484.95
20211003T021823.833Z,9.4677,3.40127,96.883,31.2788,1484.952
20211003T021824.770Z,9.4679,3.4013,96.883,31.2789,1484.952
20211003T021825.822Z,9.4679,3.40135,96.884,31.2795,1484.953
20211003T021826.771Z,9.4679,3.40139,96.883,31.2799,1484.954
20211003T021827.793Z,9.468,3.40144,96.883,31.2803,1484.955
20211003T021828.770Z,9.4683,3.40142,96.883,31.2799,1484.955
20211003T021829.843Z,9.4683,3.40145,96.883,31.2802,1484.955
20211003T021830.770Z,9.4683,3.40148,96.883,31.2804,1484.956
20211003T021831.792Z,9.4683,3.40151,96.883,31.2808,1484.956
20211003T021832.774Z,9.4683,3.40153,96.883,31.281,1484.956
20211003T021833.809Z,9.4684,3.40158,96.883,31.2813,1484.957
20211003T021834.770Z,9.4685,3.4016,96.883,31.2815,1484.958
20211003T021835.814Z,9.4684,3.40161,96.883,31.2817,1484.958
20211003T021836.771Z,9.4685,3.40164,96.883,31.2819,1484.958
20211003T021837.783Z,9.4684,3.40164,96.882,31.2821,1484.958
20211003T021838.770Z,9.4684,3.40164,96.883,31.282,1484.958
20211003T021839.790Z,9.4685,3.40163,96.882,31.2819,1484.958
20211003T021840.772Z,9.4686,3.40163,96.882,31.2817,1484.958
20211003T021841.912Z,9.4685,3.40161,96.882,31.2816,1484.958
20211003T021842.769Z,9.4684,3.40161,96.882,31.2817,1484.958
20211003T021843.778Z,9.4684,3.40162,96.882,31.2819,1484.958
20211003T021844.770Z,9.4683,3.40161,96.882,31.2817,1484.957
20211003T021845.822Z,9.4682,3.40159,96.882,31.2817,1484.957
20211003T021846.770Z,9.4682,3.40159,96.882,31.2816,1484.957
20211003T021847.775Z,9.4682,3.4016,96.883,31.2818,1484.957
20211003T021848.770Z,9.468,3.40161,96.882,31.2821,1484.957
20211003T021849.827Z,9.468,3.4016,96.882,31.2819,1484.956
20211003T021850.770Z,9.4681,3.40153,96.882,31.2812,1484.956
20211003T021851.858Z,9.4681,3.40154,96.882,31.2813,1484.956
20211003T021852.769Z,9.468,3.40154,96.882,31.2813,1484.956
20211003T021853.789Z,9.468,3.40149,96.882,31.2808,1484.955
20211003T021854.771Z,9.468,3.40141,96.882,31.28,1484.954
20211003T021855.859Z,9.4679,3.40137,96.882,31.2797,1484.953
20211003T021856.770Z,9.4681,3.40143,96.881,31.2801,1484.955
20211003T021857.805Z,9.4679,3.40145,96.881,31.2805,1484.954
20211003T021858.770Z,9.4682,3.40143,96.881,31.2801,1484.955
20211003T021859.855Z,9.4679,3.40135,96.882,31.2795,1484.953
20211003T021900.771Z,9.4681,3.40136,96.881,31.2794,1484.954
20211003T021901.775Z,9.4681,3.40138,96.881,31.2796,1484.954
20211003T021902.768Z,9.4679,3.40139,96.881,31.2799,1484.954
20211003T021903.801Z,9.4682,3.40135,96.881,31.2792,1484.954
20211003T021904.770Z,9.4681,3.40133,96.88,31.2791,1484.953
20211003T021905.830Z,9.4682,3.40137,96.881,31.2795,1484.954
20211003T021906.770Z,9.4683,3.40136,96.881,31.2793,1484.954
20211003T021907.841Z,9.4683,3.40129,96.881,31.2786,1484.953
20211003T021908.769Z,9.468,3.40125,96.88,31.2784,1484.952
20211003T021909.866Z,9.468,3.40123,96.88,31.2781,1484.952
20211003T021910.770Z,9.4681,3.40122,96.88,31.278,1484.952
20211003T021911.846Z,9.4682,3.4012,96.88,31.2777,1484.952
20211003T021912.770Z,9.4681,3.40124,96.879,31.2781,1484.952
20211003T021913.822Z,9.4681,3.40126,96.88,31.2784,1484.953
20211003T021914.775Z,9.4682,3.40124,96.88,31.2781,1484.953
20211003T021915.792Z,9.4681,3.40122,96.88,31.278,1484.952
20211003T021916.771Z,9.4681,3.40125,96.88,31.2783,1484.952
20211003T021917.782Z,9.4679,3.40122,96.88,31.2782,1484.952
20211003T021918.775Z,9.468,3.40125,96.88,31.2784,1484.952
20211003T021919.784Z,9.4681,3.40124,96.879,31.2782,1484.952
20211003T021920.770Z,9.468,3.40124,96.879,31.2783,1484.952
20211003T021921.813Z,9.4679,3.40125,96.879,31.2785,1484.952
20211003T021922.772Z,9.4679,3.4012,96.878,31.278,1484.951
20211003T021923.773Z,9.4677,3.40117,96.879,31.2778,1484.95
20211003T021924.769Z,9.4681,3.40119,96.879,31.2776,1484.951
20211003T021925.787Z,9.468,3.40119,96.878,31.2778,1484.951
20211003T021926.771Z,9.4678,3.40118,96.879,31.2778,1484.951
20211003T021927.821Z,9.4677,3.40112,96.879,31.2773,1484.95
20211003T021928.783Z,9.4676,3.4011,96.879,31.2772,1484.949
20211003T021929.812Z,9.4674,3.40113,96.879,31.2777,1484.949
20211003T021930.770Z,9.4674,3.4012,96.879,31.2784,1484.95
20211003T021931.789Z,9.4677,3.40124,96.879,31.2785,1484.951
20211003T021932.770Z,9.4678,3.40122,96.878,31.2782,1484.951
20211003T021933.818Z,9.4677,3.40121,96.878,31.2782,1484.951
20211003T021934.770Z,9.4679,3.40121,96.878,31.2781,1484.951
20211003T021935.857Z,9.4679,3.40123,96.878,31.2782,1484.951
20211003T021936.770Z,9.4677,3.40125,96.878,31.2786,1484.951
20211003T021937.844Z,9.4678,3.40125,96.878,31.2786,1484.952
20211003T021938.771Z,9.4677,3.40125,96.879,31.2786,1484.951
20211003T021939.838Z,9.4674,3.40125,96.878,31.2789,1484.951
20211003T021940.770Z,9.4676,3.40126,96.878,31.2789,1484.951
20211003T021941.815Z,9.4676,3.40125,96.877,31.2788,1484.951
20211003T021942.769Z,9.4676,3.40124,96.877,31.2786,1484.951
20211003T021943.795Z,9.4675,3.40123,96.878,31.2786,1484.95
20211003T021944.770Z,9.4674,3.4012,96.877,31.2784,1484.95
